tweet,label
My dawg   told me it 's a must I be   this Saturday ROCKIN that bitch wit Tha ,1
My dick wants some pussy ,1
"My dick , your bitch on it . ",1
My doctor tonight is such a miserable cunt . Even my nurse is pissed off . She 's been here since 7PM and has n't come to see me once . ,0
"My doctors office is retarded , we noticed you put in a prescription order , so we canceled it . Give us a call if you need a refill , thanks ",0
My dog is number 1 bae and way over these hoes ,1
My dog just lifted her leg to pee . She 's such a butch bitch . ,1
My dogs man I remember ok girl text my phone on they bs squads was ready deep thenna bitch ready to go ,1
My down bitch   my crime partner   i m a bitch when he get mad   my lil doctor ,1
"My duck got big as fuck . Yes , duck , like the bird . ",1
My dumbass has a redskins mcnab jersey ,0
My ex just wanted a reason to continue to be a whole hoe outchea and tried to make me feel bad for a comment from a thirsty . ,1
"My ex wanna work it out , bitch try yoga ",1
"My expectations are high when it comes to anything . My weed my pussy my food , my clothes n kicks , people . that shit needa be a1 to me ",1
My eyes brows finna be on fleekate fleek bitch ,1
My eyes feel so chink eyed ,1
My favorite DC restaurant is Charlie Palmers .     ,0
"My favorite is   that 's a dumb bitch , who just posted a pic and is n't sure she should have or not ",1
My flow retarded ,0
My goal for soccer this year is to get a yellow card every game ,0
My goal one day is to own a nice Rolex and wear that hoe everyday ,1
"My god mother thinks i m a stoner because she has someone watch my tweets lmfao , no ya boy clean as nikki minaj pussy ",1
My grandma threw out all of my raps . Ones I made from 7th grade to now . I 'm literally crying . That s all my work in the trash . ,0
My grandpa hooked his friend up with some pussy in Vegas . ,1
My hair is one of a kind so do nt ever fix your mouth to say our hair is alike cause guess what hoe IT AINT . ,0
My hair is trash . I need to put a masque on it .. But that takes so much energy that I do n't have . ,0
My head too big for snapbacks   I like beanies better anyway ,0
My high school need to gon and throw a hood reunion party . Everybody knows we was ghetto as hell . ,0
My hobbies consist of sleeping   subtweeting about random people from school that do n't even know me because I 'm a judgemental bitch ,1
My hoes Trippin lol ,1
My hoes love to go shoppin ,1
My hoes they do drugzzz ,0
My homeboy got a hoe number on house arrest ... i said that 's good she wo n't ask to go anywhere ,1
"My honky , my honky . My motherfucking honky . ",0
"My house is so piece full , thank god these little jungle bunnies are outta my face ",0
"My job some hoes , how you gon na call at 734 talking bout come to work at 8   ummm no I 'm staying in bed . ",1
My life is going to a bitch for 6 short weeks ,1
My lil bitch a vet she say she need a dog ,1
"My lil bitch just called me , said she needa break . But you can leave .. Cuz bitch I 'm doin GREAT ",1
My lil cool ass bitch she from northside   ,1
"My lil cousin be hating . Bitches always want the older nigga , not my fault nor did I fuck the bitch so chill .. lol ",1
My main bitch   my side bitch mad at me I could give two fuckssss ,1
"My main bitch and my side bitch mad at me , I could give two fucks .... all I need is two cups ",1
My main bitch called to tell me she missed me .   super cute love you boo . ,1
My main bitch is a ghost ,1
My main girl Tryna get a blessing why my side hoe Tryna get affection ,1
My mains riri22barbie georgegia yessssss   turntup .   bitches   ,0
My mama made me some brownies they was everything ,0
My manager   new brand | PRE - ORDER NOW w ( 404 ) 394 - 1570   Red Lust   Cherry White beanies ,0
My manager is retarded bruh always asking siri some spellings .   .. this nigga is dum af doe ,0
My managers a stupid cunt yes I said it ,0
My mentions   tl moving fast af sorry if I 'm flooding yo shit I 'm lowkey tryna get off this hoe for y all ,1
My mf dawggg   I miss this hoe man ,1
My mom bitches too much ,1
My mom did n't buy me Oreos she does n't love me ,0
My mom is a cunt ,0
My mom is so clueless to what 's going on with me lol she like you ca n't trust negros witcha money lmfao whaaaat ? ,1
My mom just bought a bunch of new sandles   then chipped her toe nails now it 's like World War 3 in this bitch ,1
My mom seen my progress report   was like so wtf is up wit this B bitch wtf do you NOT see them 7 A 's   tf she just Ungreatful ,1
My mom told me never use the word cunt ... ITS MY FAVORITE WORD Cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt cunt ,1
My mom wants to buy a zebra like for reals ,0
My mom 's a fucking cunt dude . ,0
My mom 's younger brothers gon na come disrespect my mom   call her a bitch   my cousins gon na tell my mom to STFU Wth .. ,1
My momma keep talking to me like bitch gtf I 'm on Twitter . ,1
My moms a worse bitch than me like ugh I ca n't stand that hoe . ,1
My mother even bitched his bitch ass ctfu ,1
"My name is Bryanna you can find me at   I 'm the baddest bitch you 'll meet , because everybody wants to be me ",0
My neice getting so big ... She ready to punch on sum bitches lol ,0
My neighbors be sick when i wake um up to all this nigger music ctfu ,1
My neighbors hate me cuz i smoke weed and blast the most ghetto music from my room . ,0
My nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults ,0
"My nephew keeps tryna kiss me and I 'm like bitch you got zero followers , dismiss yourself . ",0
My new bitch eat a dick like a bratwurst ,1
My new bitch finer than a mf but I do n't understand shit she say ,1
My nicca   swear he can see me in madden lol ,0
My nicca Drake gear game is all bad lol ,0
My nicca Tip ca n't act for shit in ,1
"My niccas on sum spooky shit , hide n a cut pop out n drop a bitch ",1
My niccas was too Real fa these Streets   Ike   Nwax ,0
My nig    yes black people live in Wisconsin lmao   da shit out me too ,1
My nig Todd Gurley a beast ,1
"My nig been talking bout what he gon na be for Halloween since July , to excited ",1
My nig jus found out his girl fuckin anotha nig so he meets up wit dis nigga ..... ,0
My nig jus said ai n't nuttin worse den a fat loud hoe.tru fuckin story ,0
My nig kkeldalegend took me out for some more of that good old New Orleans soul food ,0
My nig said he do n't see the differences between pornos and monster ball .... My face ,0
My nigga Bolin does NOTHING but win with the bitches breh ,1
My nigga calls fat bitches   porkers lmao ,0
My nigga dm'd a bitch and said ur eyes are so beautiful they melt me lmaoooo nigga thought he was reading a romantic comedy movie script ,1
My nigga got me hanging out with his fat catfish bitch smh ,1
My nigga mister meaner just hope back on the bitch ,1
My nigga so stiff but his bitch even stiffer   Me that is ,1
My nigga was drinking Gatorade like it 's not Dumass hot lol bitch drink water ,1
My niggah ,1
My niggah I slept perfect ,1
My niggah I was waiting all weekend to take these shits ,0
My niggah my niggah ... ,1
My niggah watch me be awake till 5 ,1
"My niggas bigger then the bouncer , roll up in the bitch still smell like an ounce ",1
My nigguh ,1
My nigguhMe naturally forever be fly ,0
My nips are cold ,0
My nudes are trash ..... ,0
"My partna from Mississippi told me 2weeks ago , I got 2 weeks to fuck all these ok hoes , 2014 I 'm stepping my game up ",1
My phone acting retarded ,0
My phone is finally back on bitches no more TextNow ,1
My phone on 10 % fml I still got ta get to the yellow sign lol   lol btw I zoomed in 2x lol ,0
My pits be stankin from doin dem flows . Is hard on a ol colored body in da heat . Dem white women be pushy when day want dare flows fixed ,0
My playlist goes something like this smoke tracks for my niggas reggaetonbachata for the bitches and slow jams for that lucky lady ,1
My po heart still beatin fast da way dat nigger scream into dat microphone . I felt like I be at da welfare office and cut da line ,1
My problem is I got a STRONG IDGAF attitude . Ion show NO Feelings to these pussy mfs ,1
My problem is caring about bitches   noggas ,1
My pussy ass car wo n't start .... It 's scared of the cold .... ,1
My pussy popz Severely ,1
My pussy taste like pepsi cola . ,1
My pussy tastes like Pepsi Cola ,1
My pussy worth $ 15 ,1
My reaction when a spoiled white kid says nigga like they a thug .    ,0
My roommate is eating so obnoxiously I wanna fucking slit his throat ,0
My sex game better than yo ex niggah ,1
My shift wo n't be over no time so in the mean time i m doing what I have to go to get by . And if it means tweeting trash I will ,0
"My side pieces have real jobs , nigga , I do n't fuck with no birds ",0
My sister called the chinks an asked was they open ctfu she fried ,0
"My sister is a bitch . My nephew got his first haircut , and he 's bald ",1
My sister is such a bitch   ,1
My sister is such a bitch to me when she do n't get her way ,1
My sister said my step mom is a cunt .   i love my Sister ( ,1
My sister told me that I look like a bird . While my past told me that I look like an alien . ,0
"My sisters bitching that she has school tomorrow , like I do n't   fuck up hoe at least you are n't up studying right now ",1
My slap a bitch sense is coming ,1
"My son is 9 and still has issues tying his shoes because he 's barefoot all the time , in case you wanted to know my hillbilly status . ",0
My stomach hurt like a bitch yoo ,0
My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke . Nigga u just dropped 20k like its nothing ,1
My taste in music goes from love song to pop that pussy bitch in like .5 seconds . ,1
My teacher always says Has a man ever abused his wife while using marijuana ? Not unless she hides the Oreo cookies then she deserves it . ,0
My teacher called my mom cus I was eating in class ... -.- fucking bitch ,1
My teacher talm bout she would make every senior go to da army fa 2yrs   bitch please meat ainnn doin uh damn thang ,1
My two main wiggas and I   ,0
My walmart tee 's count as designer ? These niggas hoes in designer clothes ,1
My whole goal is to fuck someone bitch and cause turmoil in a happy relationship ,1
My wigga Ryan Gosling knocked up Eva Mendes swag that man the fuck out ,1
My wigga ... ,0
My worse bitch looks better than your main bitch . Now that 's bad right there lol ,1
Mykel stay wit all the bad bitches ,1
N I 'm so tired of hearing * he would n't do it for u * ol bitch he would n't have too my people do nt play on my end ,1
N dat bitch sound like a man if dats ya grandma fucc yu too ,0
N then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like ,1
N%a hit the butta slide at the end of that bitch ,1
NBA ALLSTAR weekend is an unofficial negro holiday ,1
"NBA , handle your zebras . ",0
NEVERMIND I FOUND THEM . ... in the trash ... ,0
"NEW Nashville Noise   loves burgers ,   honky tonks , and   grabs a pizza . ",0
"NEWS FLASH you pay TAXES , you are paying for everything you bitch about    ",1
NEWS FLASH Obama won the election and increase their numbers in congress . Stop with the bullshit already and compromise bitches ,0
NFC South is trash juice ,0
NJ - Sole Sole Sauce Get those soles icy again ,0
